period,C,J,N,S
6/10/2020 23:45,0,0,0,0
6/11/2020 1:30,,0.01,,
6/11/2020 1:45,,,,0.01
6/11/2020 9:15,0.01,,,
6/11/2020 22:00,0.01,0.01,,0.01
6/11/2020 22:15,,,0.01,
6/11/2020 22:45,,0.01,,
6/11/2020 23:45,0,0,0,0
6/12/2020 23:45,0,0,0,0
6/13/2020 23:45,0,0,0,0
6/14/2020 23:45,0,0,0,0
6/15/2020 23:45,0,0,0,0
6/16/2020 23:45,0,0,0,0
6/17/2020 23:45,0,0,0,0
6/18/2020 23:45,0,0,0,0
6/19/2020 23:45,0,0,0,0
6/20/2020 23:45,0,0,0,0
6/21/2020 23:45,0,0,0,0
6/22/2020 0:30,,,,0.01
6/22/2020 0:45,,0.01,,
6/22/2020 1:15,,0.01,,
6/22/2020 1:30,0.01,,,
6/22/2020 1:45,,0.01,0.01,0.01
6/22/2020 4:45,,,0.01,
6/22/2020 23:45,0,0,0,0
6/23/2020 1:45,,0.01,,
6/23/2020 2:45,,0.01,,
6/23/2020 3:45,,,,0.01
6/23/2020 4:00,0.01,0.01,,
6/23/2020 4:30,,0.01,,
6/23/2020 5:15,,,0.01,
6/23/2020 5:30,,,,0.01
6/23/2020 5:45,,0.01,0.01,
6/23/2020 6:00,0.01,0.01,,0.01
6/23/2020 6:15,0.03,0.04,0.04,0.03
6/23/2020 6:30,0.04,0.04,0.06,0.05
6/23/2020 6:45,0.06,0.04,0.03,0.07
6/23/2020 7:00,0.02,,0.08,0.04
6/23/2020 7:15,0.01,0.01,,
6/23/2020 23:45,0,0,0,0
6/24/2020 21:00,,0.04,,
6/24/2020 21:15,0.09,0.18,,0.06
6/24/2020 21:30,0.03,0.01,,0.21
6/24/2020 22:15,0.01,,,
6/24/2020 23:45,0,0,0,0
6/25/2020 3:15,,,,0.01
6/25/2020 23:45,0,0,0,0
6/26/2020 15:00,0.03,0.07,0.02,
6/26/2020 15:15,0.05,0.01,0.02,
6/26/2020 20:00,,0.01,,
6/26/2020 20:15,0.11,0.07,0.19,
6/26/2020 20:30,,,,0.01
6/26/2020 21:00,0.02,0.05,0.01,0.02
6/26/2020 21:15,0.02,0.02,0.08,0.01
6/26/2020 21:30,0.02,0.01,0.12,
6/26/2020 21:45,0.01,0.02,0.11,0.02
6/26/2020 22:00,0.03,0.03,0.05,0.02
6/26/2020 22:15,0.04,0.02,0.07,0.04
6/26/2020 22:30,0.46,0.03,0.43,0.36
6/26/2020 22:45,0.17,0.04,0.2,0.3
6/26/2020 23:00,0.06,0.02,0.07,0.07
6/26/2020 23:15,0.05,0.02,0.05,0.04
6/26/2020 23:30,0.02,0.03,0.02,0.03
6/26/2020 23:45,0.02,0.03,0.02,0.02
6/27/2020 0:00,0.12,0.04,0.09,0.06
6/27/2020 0:15,0.17,0.05,0.17,0.13
6/27/2020 0:30,0.12,0.07,0.16,0.08
6/27/2020 0:45,0.06,0.06,0.18,0.05
6/27/2020 1:00,0.02,0.06,0.02,0.02
6/27/2020 1:15,0.01,0.05,0.03,0.01
6/27/2020 1:30,,0.05,,0.01
6/27/2020 1:45,0.05,0.04,,0.08
6/27/2020 2:00,0.04,0.05,0.03,
6/27/2020 2:15,,0.03,,
6/27/2020 2:30,0.01,0.04,,
6/27/2020 2:45,,0.03,0.01,
6/27/2020 3:00,,0.03,,
6/27/2020 3:15,,0.03,,0.01
6/27/2020 3:30,,0.02,,
6/27/2020 3:45,,0.03,,
6/27/2020 4:00,,0.02,,
6/27/2020 4:15,,0.02,,
6/27/2020 4:30,,0.01,,
6/27/2020 4:45,,0.02,,
6/27/2020 5:00,,0.01,,
6/27/2020 5:15,,0.01,,
6/27/2020 5:30,,0.01,,
6/27/2020 5:45,,0.01,,
6/27/2020 6:00,,0.02,,
6/27/2020 6:15,,0.01,,
6/27/2020 6:30,,0.01,,
6/27/2020 6:45,,0.01,,
6/27/2020 7:00,,0.01,,
6/27/2020 7:15,,0.01,,
6/27/2020 7:30,,0.01,,
6/27/2020 8:00,,0.01,,
6/27/2020 8:15,,0.01,,
6/27/2020 8:30,,0.01,,
6/27/2020 9:00,,0.01,,
6/27/2020 9:15,,0.01,,
6/27/2020 9:45,,0.01,,
6/27/2020 10:00,,0.01,,
6/27/2020 10:30,,0.01,,
6/27/2020 11:00,,0.01,,
6/27/2020 12:15,,0.01,,
6/27/2020 12:45,,0.01,,
6/27/2020 13:15,,0.01,,
6/27/2020 15:30,,0.01,,
6/27/2020 16:15,,0.01,,
6/27/2020 17:30,,0.01,,
6/27/2020 23:45,0,0,0,0
6/28/2020 4:15,,0.01,,
6/28/2020 23:45,0,0,0,0
6/29/2020 23:45,0,0,0,0
6/30/2020 23:45,0,0,0,0
7/1/2020 23:45,0,0,0,0
7/2/2020 23:45,0,0,0,0
7/3/2020 23:45,0,0,0,0
7/4/2020 23:45,0,0,0,0
7/5/2020 23:45,0,0,0,0
7/6/2020 23:45,0,0,0,0
7/7/2020 23:45,0,0,0,0
7/8/2020 14:15,0.09,0.09,,0.06
7/8/2020 14:30,0.37,0.07,0.35,0.33
7/8/2020 14:45,0.14,0.05,0.64,0.23
7/8/2020 15:00,0.04,0.04,0.01,0.07
7/8/2020 15:15,0.01,0.03,0.02,0.02
7/8/2020 15:30,,0.02,,
7/8/2020 15:45,,0.02,,
7/8/2020 16:00,,0.02,0.01,
7/8/2020 16:15,,0.02,,
7/8/2020 16:30,,0.01,,
7/8/2020 16:45,,0.01,,
7/8/2020 17:15,,0.01,,
7/8/2020 17:45,,0.01,,
7/8/2020 18:30,,0.01,,
7/8/2020 19:00,,0.01,,
7/8/2020 19:30,,0.01,,
7/8/2020 20:00,,0.01,,
7/8/2020 20:30,,0.01,,
7/8/2020 20:45,,0.01,,
7/8/2020 21:30,,0.01,,
7/8/2020 22:15,,0.01,,
7/8/2020 23:45,0,0,0,0
7/9/2020 0:30,,0.01,,
7/9/2020 12:15,,0.01,,
7/9/2020 23:45,0,0,0,0
7/10/2020 10:30,,0.01,,
7/10/2020 10:45,0.14,,0.06,0.07
7/10/2020 11:00,0.02,,0.08,0.01
7/10/2020 11:15,,,0.01,
7/10/2020 11:30,,,,0.01
7/10/2020 11:45,,,0.01,
7/10/2020 12:30,,,,0.01
7/10/2020 12:45,0.01,,0.02,0.01
7/10/2020 13:00,,,0.02,
7/10/2020 17:15,0.39,,,0.05
7/10/2020 17:30,0.43,,0.71,0.07
7/10/2020 17:45,0.02,,0.11,0.03
7/10/2020 18:00,0.04,,0.06,0.03
7/10/2020 18:15,0.03,,0.04,0.03
7/10/2020 18:30,0.01,,0.02,0.01
7/10/2020 18:45,,,,0.01
7/10/2020 19:00,,,0.01,
7/10/2020 19:45,0.05,,0.08,0.24
7/10/2020 20:00,0.06,,0.04,0.19
7/10/2020 20:15,0.06,,0.05,0.09
7/10/2020 20:30,0.22,,0.08,0.42
7/10/2020 20:45,0.07,,0.03,0.08
7/10/2020 21:00,0.06,,0.04,0.09
7/10/2020 21:15,0.04,,0.07,0.03
7/10/2020 21:30,0.02,,0.02,0.02
7/10/2020 21:45,,,0.01,0.03
7/10/2020 22:00,0.01,,,
7/10/2020 22:45,,,,0.01
7/10/2020 23:45,0,0,0,0
7/11/2020 0:00,,0.01,0.01,
7/11/2020 10:00,,0.01,,
7/11/2020 21:30,,0.01,,
7/11/2020 23:45,0,0,0,0
7/12/2020 11:15,,0.01,,
7/12/2020 23:45,0,0,0,0
7/13/2020 1:45,,0.01,,
7/13/2020 15:45,,0.01,,
7/13/2020 23:45,0,0,0,0
7/14/2020 7:45,,0.01,,
7/14/2020 18:30,,,0.01,
7/14/2020 18:45,,0.01,,
7/14/2020 23:45,0,0,0,0
7/15/2020 6:30,,0.12,,
7/15/2020 7:30,,,0.01,
7/15/2020 8:00,,,,0.01
7/15/2020 8:45,0.02,,,
7/15/2020 23:45,0,0,0,0
7/16/2020 2:00,,0.01,,
7/16/2020 2:45,,0.01,0.01,0.02
7/16/2020 3:00,0.03,0.03,0.03,0.03
7/16/2020 3:15,0.03,0.01,0.03,0.02
7/16/2020 3:30,0.01,0.02,0.02,0.02
7/16/2020 3:45,0.01,0.02,0.02,0.01
7/16/2020 4:00,0.02,0.01,0.01,0.01
7/16/2020 4:15,,0.01,0.01,0.01
7/16/2020 4:30,0.02,0.02,0.01,0.02
7/16/2020 4:45,0.02,0.02,0.02,0.03
7/16/2020 5:00,0.03,0.02,0.04,0.04
7/16/2020 5:15,0.07,0.07,0.08,0.06
7/16/2020 5:30,0.08,0.07,0.1,0.06
7/16/2020 5:45,0.07,0.07,0.1,0.06
7/16/2020 6:00,0.06,0.05,0.06,0.05
7/16/2020 6:15,0.05,0.04,0.06,0.05
7/16/2020 6:30,0.05,0.04,0.06,0.05
7/16/2020 6:45,0.04,0.02,0.04,0.04
7/16/2020 7:00,0.01,,0.01,0.01
7/16/2020 7:15,,,0.01,0.02
7/16/2020 7:30,0.01,0.01,,
7/16/2020 7:45,,0.03,,0.02
7/16/2020 8:00,0.02,0.02,0.01,0.02
7/16/2020 8:15,,,0.02,
7/16/2020 8:45,0.01,,0.01,
7/16/2020 23:45,0,0,0,0
7/17/2020 1:15,,,,0.01
7/17/2020 23:45,0,0,0,0
7/18/2020 23:45,0,0,0,0
7/19/2020 10:45,,0.07,,
7/19/2020 11:00,0.08,0.01,0.11,
7/19/2020 11:15,,,0.01,
7/19/2020 12:30,0.23,0.52,0.01,0.16
7/19/2020 12:45,0.71,0.4,0.79,0.82
7/19/2020 13:00,0.02,0.01,0.06,0.03
7/19/2020 13:15,,,0.01,
7/19/2020 13:30,,0.01,,
7/19/2020 13:45,,,0.01,
7/19/2020 15:30,0.01,,,
7/19/2020 23:45,0,0,0,0
7/20/2020 23:45,0,0,0,0
7/21/2020 23:45,0,0,0,0
7/22/2020 23:45,0,0,0,0
7/23/2020 23:45,0,0,0,0
7/24/2020 23:45,0,0,0,0
7/25/2020 19:30,,,0.01,
7/25/2020 23:45,0,0,0,0
7/26/2020 23:45,0,0,0,0
7/27/2020 23:45,0,0,0,0
7/28/2020 23:45,0,0,0,0
7/29/2020 8:00,,0.01,0.03,
7/29/2020 8:15,,0.1,0.03,
7/29/2020 8:30,0.11,0.02,0.12,0.06
7/29/2020 8:45,,,0.05,
7/29/2020 11:45,,,0.01,
7/29/2020 13:15,,,0.03,
7/29/2020 13:30,0.14,0.09,0.49,
7/29/2020 13:45,0.01,,,
7/29/2020 14:00,,,,0.02
7/29/2020 15:15,,,0.01,
7/29/2020 23:45,0,0,0,0
7/30/2020 23:45,0,0,0,0
7/31/2020 19:30,,,0.01,
7/31/2020 23:45,0,0,0,0
8/1/2020 12:00,,0.01,,
8/1/2020 12:30,,0.01,,0.01
8/1/2020 13:00,,,0.01,
8/1/2020 13:15,,0.01,,
8/1/2020 13:30,,0.01,,0.01
8/1/2020 13:45,,,0.01,
8/1/2020 15:45,,,0.01,
8/1/2020 17:15,,0.01,,
8/1/2020 22:30,,,,0.03
8/1/2020 22:45,0.03,0.01,0.02,0.01
8/1/2020 23:00,0.01,0.01,0.01,0.01
8/1/2020 23:15,0.01,0.01,0.01,
8/1/2020 23:45,0,0,0,0
8/2/2020 2:30,,0.01,,
8/2/2020 3:30,,,,0.01
8/2/2020 3:45,0.01,,0.01,0.01
8/2/2020 4:00,0.01,0.07,0.02,0.12
8/2/2020 4:15,0.12,0.03,0.1,0.27
8/2/2020 4:30,0.11,0.08,0.14,0.1
8/2/2020 4:45,0.07,0.03,0.09,0.04
8/2/2020 5:00,,,0.01,0.01
8/2/2020 5:15,,0.01,,0.01
8/2/2020 5:30,0.05,0.1,,0.02
8/2/2020 5:45,0.1,0.02,0.08,
8/2/2020 6:00,,0.03,0.01,
8/2/2020 6:15,0.01,0.02,0.01,0.01
8/2/2020 6:30,0.01,0.01,,0.01
8/2/2020 6:45,,0.05,0.01,
8/2/2020 7:00,0.01,,,
8/2/2020 7:15,,,0.01,
8/2/2020 7:30,,0.01,,
8/2/2020 8:00,0.01,0.02,0.02,
8/2/2020 8:15,0.02,0.02,0.02,0.02
8/2/2020 8:30,0.01,0.02,0.01,
8/2/2020 8:45,,,0.01,
8/2/2020 9:00,,0.01,,
8/2/2020 9:15,0.01,0.01,0.01,0.01
8/2/2020 9:45,0.01,,,
8/2/2020 10:00,,,,0.01
8/2/2020 10:30,,,0.01,
8/2/2020 10:45,0.01,0.01,0.01,0.01
8/2/2020 11:00,0.01,0.01,,0.02
8/2/2020 11:15,0.04,0.02,0.03,0.02
8/2/2020 11:30,0.01,0.01,0.01,0.01
8/2/2020 11:45,0.02,0.03,0.02,0.01
8/2/2020 12:00,,0.01,,0.01
8/2/2020 12:15,0.01,0.01,0.01,0.01
8/2/2020 23:45,0,0,0,0
8/3/2020 23:45,0,0,0,0
8/4/2020 20:45,,0.04,,
8/4/2020 21:00,0.01,0.06,0.01,0.01
8/4/2020 21:15,0.01,,,
8/4/2020 21:30,,,0.01,
8/4/2020 23:45,0,0,0,0
8/5/2020 2:00,,,0.01,
8/5/2020 5:00,,0.01,,
8/5/2020 5:30,,,,0.01
8/5/2020 23:45,0,0,0,0
8/6/2020 23:45,0,0,0,0
8/7/2020 17:30,,,0.01,
8/7/2020 23:45,0,0,0,0
8/8/2020 23:45,0,0,0,0
8/9/2020 23:45,0,0,0,0
8/10/2020 23:45,0,0,0,0
8/11/2020 23:45,0,0,0,0
8/12/2020 23:45,0,0,0,0
8/13/2020 23:45,0,0,0,0
8/14/2020 12:30,,,0.05,
8/14/2020 12:45,,,0.74,
8/14/2020 13:00,,,0.37,
8/14/2020 13:15,,,0.02,
8/14/2020 17:30,,,0.01,
8/14/2020 23:45,0,0,0,0
8/15/2020 2:45,0.01,,,
8/15/2020 3:00,0.02,,,
8/15/2020 21:45,,0.01,,
8/15/2020 22:15,0.03,,,0.01
8/15/2020 23:45,0,0,0,0
8/16/2020 6:15,,,,0.01
8/16/2020 6:30,,0.01,,0.01
8/16/2020 23:45,0,0,0,0
8/17/2020 23:45,0,0,0,0
8/18/2020 23:45,0,0,0,0
8/19/2020 23:45,0,0,0,0
8/20/2020 23:45,0,0,0,0
8/21/2020 23:45,0,0,0,0
8/22/2020 23:45,0,0,0,0
8/23/2020 23:45,0,0,0,0
8/24/2020 23:45,0,0,0,0
8/25/2020 23:45,0,0,0,0
8/26/2020 4:30,,0.02,,0.01
8/26/2020 5:00,,0.01,,0.01
8/26/2020 5:15,0.02,0.02,0.04,0.02
8/26/2020 5:30,,,0.01,
8/26/2020 6:45,,,0.01,
8/26/2020 9:00,0.01,,,
8/26/2020 9:15,0.04,0.01,0.2,0.02
8/26/2020 10:30,,,0.01,
8/26/2020 23:45,0,0,0,0
8/27/2020 23:45,0,0,0,0
8/28/2020 5:15,,,0.02,
8/28/2020 5:30,,0.04,0.12,
8/28/2020 6:00,,,0.15,
8/28/2020 6:15,,0.17,0.03,
8/28/2020 6:30,0.2,0.37,0.15,0.01
8/28/2020 6:45,0.5,0.15,0.29,0.01
8/28/2020 7:00,0.01,,0.09,
8/28/2020 7:15,,,0.01,0.03
8/28/2020 7:30,,0.01,,
8/28/2020 7:45,0.1,0.1,,0.12
8/28/2020 8:00,0.14,0.02,0.07,0.48
8/28/2020 8:15,0.01,0.01,0.01,0.09
8/28/2020 8:30,,,0.01,0.02
8/28/2020 8:45,0.04,0.06,,0.06
8/28/2020 9:00,0.14,0.24,0.08,0.04
8/28/2020 9:15,0.1,0.02,0.09,0.04
8/28/2020 9:30,,,0.1,
8/28/2020 9:45,0.05,0.03,0.01,0.01
8/28/2020 10:00,0.01,0.01,0.01,
8/28/2020 10:15,,,0.01,
8/28/2020 10:30,,,0.01,
8/28/2020 11:15,0.02,0.05,0.01,0.02
8/28/2020 11:30,0.05,,0.04,0.02
8/28/2020 11:45,,,0.01,
8/28/2020 13:45,,,,0.01
8/28/2020 14:00,,0.01,,0.08
8/28/2020 23:45,0,0,0,0
8/29/2020 0:00,0.14,0.33,0.15,0.06
8/29/2020 0:15,0.42,0.18,0.26,0.34
8/29/2020 0:30,0.07,0.04,0.08,0.14
8/29/2020 0:45,0.06,0.05,0.05,0.05
8/29/2020 1:00,0.06,0.05,0.07,0.05
8/29/2020 1:15,0.01,,0.01,0.02
8/29/2020 1:30,,,,0.01
8/29/2020 1:45,0.01,0.01,0.01,0.01
8/29/2020 2:00,,,0.01,0.01
8/29/2020 3:00,,,,0.01
8/29/2020 4:00,,,0.01,
8/29/2020 7:00,,0.01,,
8/29/2020 7:45,0.01,,,
8/29/2020 23:45,0,0,0,0
8/30/2020 23:45,0,0,0,0
8/31/2020 23:45,0,0,0,0
9/1/2020 18:15,0.02,0.02,0.03,0.13
9/1/2020 18:30,0.09,0.04,0.22,0.16
9/1/2020 18:45,,,0.02,
9/1/2020 19:45,0.01,0.01,,
9/1/2020 20:00,,,0.02,0.01
9/1/2020 20:15,0.01,,,
9/1/2020 23:45,0,0,0,0
9/2/2020 5:30,,0.01,,
9/2/2020 5:45,,,0.01,
9/2/2020 11:15,,,0.01,
9/2/2020 23:45,0,0,0,0
9/3/2020 23:45,0,0,0,0
9/4/2020 8:15,0.03,,,
9/4/2020 23:45,0,0,0,0
9/5/2020 23:45,0,0,0,0
9/6/2020 23:45,0,0,0,0
9/7/2020 1:15,,0.01,,
9/7/2020 1:30,0.01,0.01,0.12,0.01
9/7/2020 1:45,0.1,0.04,0.03,0.07
9/7/2020 2:00,0.02,0.02,0.01,0.07
9/7/2020 2:15,0.01,,,0.01
9/7/2020 2:30,,,,0.01
9/7/2020 3:00,,,0.01,
9/7/2020 3:15,0.02,0.02,0.03,0.04
9/7/2020 4:00,,,0.01,
9/7/2020 5:00,,,,0.01
9/7/2020 23:45,0,0,0,0
9/8/2020 0:00,0.02,0.01,,0.01
9/8/2020 3:30,,0.01,,
9/8/2020 3:45,0.02,0.01,0.02,0.03
9/8/2020 4:00,0.06,0.05,0.05,0.06
9/8/2020 4:15,0.04,0.06,0.05,0.06
9/8/2020 4:30,0.02,0.01,0.03,0.02
9/8/2020 4:45,0.01,0.01,0.02,
9/8/2020 5:30,0.01,0.03,,0.01
9/8/2020 5:45,0.1,0.13,0.07,0.09
9/8/2020 6:00,0.12,0.22,0.17,0.11
9/8/2020 6:15,0.07,0.04,0.06,0.05
9/8/2020 6:30,0.19,0.32,0.11,0.08
9/8/2020 6:45,0.44,0.15,0.54,0.32
9/8/2020 7:00,0.04,0.03,0.02,0.06
9/8/2020 7:15,0.04,0.03,0.04,0.02
9/8/2020 7:30,0.04,0.03,0.03,0.04
9/8/2020 7:45,0.05,0.04,0.03,0.06
9/8/2020 8:00,0.03,0.02,0.04,0.04
9/8/2020 8:15,0.04,0.03,0.03,0.05
9/8/2020 8:30,,,0.01,
9/8/2020 9:15,,,,0.01
9/8/2020 23:45,0,0,0,0
9/9/2020 4:45,,0.01,,
9/9/2020 9:15,,,,0.01
9/9/2020 23:45,0,0,0,0
9/10/2020 23:45,0,0,0,0
9/11/2020 23:45,0,0,0,0
9/12/2020 23:45,0,0,0,0
9/13/2020 2:15,,0.01,,
9/13/2020 2:30,0.03,0.05,0.02,0.03
9/13/2020 2:45,0.04,0.05,0.06,0.04
9/13/2020 3:00,0.09,0.07,0.1,0.1
9/13/2020 3:15,0.05,0.04,0.07,0.07
9/13/2020 3:30,0.03,0.02,0.04,0.04
9/13/2020 3:45,0.01,0.02,0.01,0.02
9/13/2020 4:00,0.01,0.01,0.02,0.01
9/13/2020 4:30,,,,0.01
9/13/2020 4:45,,,0.01,
9/13/2020 23:45,0,0,0,0
9/14/2020 23:45,0,0,0,0
9/15/2020 23:45,0,0,0,0
9/16/2020 18:15,,,0.01,
9/16/2020 22:30,,0.01,,
9/16/2020 22:45,,,,0.01
9/16/2020 23:00,,,,0.01
9/16/2020 23:45,0,0,0,0
9/17/2020 23:45,0,0,0,0
9/18/2020 23:45,0,0,0,0
9/19/2020 23:45,0,0,0,0
9/20/2020 23:45,0,0,0,0
9/21/2020 23:45,0,0,0,0
9/22/2020 23:45,0,0,0,0
9/23/2020 23:45,0,0,0,0
9/24/2020 23:45,0,0,0,0
9/25/2020 23:45,0,0,0,0
9/26/2020 23:45,0,0,0,0
9/27/2020 18:15,,,,0.01
9/27/2020 19:00,,,0.01,
9/27/2020 23:45,0,0,0,0.01
9/28/2020 12:00,,0.01,,0.01
9/28/2020 12:15,0.01,0.01,0.01,
9/28/2020 12:30,,0.01,,0.01
9/28/2020 12:45,0.03,0.03,0.04,0.03
9/28/2020 13:00,0.03,0.02,0.03,0.02
9/28/2020 13:15,,,0.01,0.01
9/28/2020 13:45,,0.01,,
9/28/2020 14:00,0.01,,,
9/28/2020 14:15,0.01,,,0.01
9/28/2020 14:30,,,0.01,
9/28/2020 14:45,0.01,,,
9/28/2020 15:30,,0.01,,
9/28/2020 15:45,,,,0.01
9/28/2020 16:00,,0.01,0.01,0.01
9/28/2020 16:15,0.01,0.01,,0.01
9/28/2020 16:30,,0.01,0.01,
9/28/2020 16:45,0.01,,,
9/28/2020 17:00,,,0.01,0.01
9/28/2020 17:15,,0.01,,
9/28/2020 19:15,,,0.01,
9/28/2020 23:45,0,0,0,0
9/29/2020 6:15,,,0.01,
9/29/2020 23:45,0,0,0,0
9/30/2020 3:45,,0.01,,
9/30/2020 15:00,,0.01,,
9/30/2020 15:15,0.13,0.07,0.14,0.14
9/30/2020 15:30,0.02,0.02,0.04,0.03
9/30/2020 16:00,,,,0.01
9/30/2020 17:15,,0.01,,
9/30/2020 17:30,0.03,0.02,0.02,0.02
9/30/2020 17:45,,0.01,0.01,0.02
9/30/2020 18:00,0.01,,,
9/30/2020 18:30,,,0.01,
9/30/2020 18:45,,0.01,,
9/30/2020 19:00,0.01,,0.01,0.01
9/30/2020 19:15,,,0.01,
9/30/2020 23:00,,,0.01,
9/30/2020 23:45,0,0,0,0
