period,C,J,N,S
9/23/2021 10:30,,,,0.01
9/23/2021 11:15,,0.01,0.01,
9/23/2021 12:15,0.01,,0.01,
9/23/2021 12:30,,0.01,0.01,0.01
9/23/2021 12:45,,0.01,0.01,0.01
9/23/2021 13:00,,,0.01,0.01
9/23/2021 13:45,,,0.01,
9/23/2021 14:00,0.01,0.01,,0.01
9/23/2021 14:15,,,,0.01
9/23/2021 14:30,0.02,0.01,0.01,0.01
9/23/2021 14:45,,,0.01,
9/23/2021 15:00,0.01,,,
9/23/2021 15:15,,,0.01,
9/23/2021 15:30,,0.01,0.01,0.01
9/23/2021 15:45,0.01,,,
9/23/2021 16:00,,0.01,,0.01
9/23/2021 16:15,0.01,,0.01,
9/23/2021 16:45,,0.01,0.01,0.01
9/23/2021 17:00,0.01,0.01,,0.01
9/23/2021 17:15,,,0.01,
9/23/2021 17:30,,,,0.01
9/23/2021 17:45,0.01,,,
9/23/2021 18:00,,,0.01,
9/23/2021 18:15,,,,0.01
9/23/2021 18:45,,,,0.01
9/23/2021 19:00,,0.01,,
9/23/2021 19:15,,,0.01,
9/23/2021 19:45,0.01,,,
9/23/2021 23:45,0,0,0,0
9/24/2021 4:15,,0.01,,
9/24/2021 23:45,0,0,0,0
9/25/2021 4:30,,,,0.01
9/25/2021 4:45,,0.01,,
9/25/2021 5:15,,,0.01,
9/25/2021 5:45,,0.01,0.01,0.01
9/25/2021 6:00,,,,0.01
9/25/2021 6:15,0.02,0.03,0.03,0.02
9/25/2021 6:30,0.02,0.01,0.02,0.02
9/25/2021 6:45,0.03,0.02,0.04,0.03
9/25/2021 7:00,0.03,0.03,0.04,0.03
9/25/2021 7:15,0.04,0.04,0.04,0.05
9/25/2021 7:30,0.03,0.02,0.05,0.03
9/25/2021 7:45,0.02,0.02,0.02,0.02
9/25/2021 8:00,,,0.01,0.01
9/25/2021 8:15,0.01,0.01,0.01,
9/25/2021 8:30,0.01,0.01,,0.01
9/25/2021 8:45,0.01,0.01,0.02,0.01
9/25/2021 9:00,0.01,0.02,0.01,0.01
9/25/2021 9:15,0.03,0.02,0.03,0.03
9/25/2021 9:30,,,0.01,
9/25/2021 23:45,0,0,0,0
9/26/2021 23:45,0,0,0,0
9/27/2021 23:45,0,0,0,0
9/28/2021 23:45,0,0,0,0
9/29/2021 23:45,0,0,0,0
9/30/2021 23:45,0,0,0,0
