,"('1', 'depthN')","('4', 'depthN')","('6', 'depthN')","('7', 'depthN')","('8', 'depthN')","('10', 'depthN')",raingage_J,raingage_C,raingage_N,raingage_S
raingage_N_4H50M,7.381233799138168e-16,-3.300807965250075e-17,-3.90154427990326e-15,6.8731490327568064e-15,-2.748018108041792e-15,-3.1640526111652246e-15,-8.791751546421556e-15,-7.756973402063289e-16,-5.233709478734603e-15,5.278255160454519e-15
raingage_N_4H45M,-8.218366309746558e-16,-3.277799162219316e-15,-1.0807772375965101e-15,-4.90596711163495e-15,1.7290933293265225e-15,2.517750538025672e-15,-1.3931848539571249e-15,5.3474148451510114e-15,-3.457578053889412e-15,1.3448480048677655e-16
raingage_N_4H40M,-4.1644150209857874e-15,-5.8907727935334e-15,4.44147647993594e-15,9.489562313479482e-15,-6.560169717400659e-15,1.6977325388569948e-15,-4.860566047616969e-16,-1.055082908372171e-15,-1.701924231575113e-15,4.732780414789167e-16
raingage_N_4H35M,-2.037573540065556e-15,-3.2715611821154868e-15,-8.459723640011224e-15,1.4984069232904274e-14,-1.3791159949381862e-15,7.853614900737501e-15,-5.382840803845365e-15,6.402082926647147e-15,5.990191348135502e-16,-2.2716300540627523e-16
raingage_N_4H30M,6.768053468922322e-16,-7.057647331188562e-15,-8.820460755933359e-15,-3.005019482956538e-15,-4.0162670532471856e-15,8.393493480479757e-15,1.5732822041628689e-15,1.6070058437639502e-15,2.098857150457002e-15,5.176084330372923e-15
raingage_N_4H25M,6.5828016472717996e-15,-6.7016983128625785e-15,-1.0384095083216913e-14,-6.094338277059976e-15,2.203197849557956e-15,-8.212038419144511e-15,2.883473586545089e-15,1.0923718658639113e-14,-2.1755338054709296e-15,-3.2485319458611553e-15
raingage_N_4H20M,2.062336330682877e-15,-3.5498516363726823e-15,-1.3702686667297035e-15,8.357547541875728e-15,-8.003755812307279e-16,-4.797891438499361e-15,2.268703645179012e-15,-1.1666776908795183e-15,8.926031893118912e-15,-2.8724426979829877e-15
raingage_N_4H15M,7.092422353383284e-15,-7.103428314878619e-16,7.244175130528621e-16,1.1893954864452943e-15,-2.4020551309342254e-15,-1.1502907369508144e-14,3.644285928869948e-15,7.803333414598663e-15,5.7912185159777944e-15,-8.417349095450528e-15
raingage_N_4H10M,-2.808252283781253e-16,2.8213609469076687e-16,5.307549845411928e-16,1.2060423856854022e-14,-2.9795795695755284e-15,-2.9139822471057988e-15,1.0065845999446676e-14,2.1958433321187333e-14,-1.0465167905024469e-14,-1.712440366818872e-14
raingage_N_4H5M,5.365022757647701e-15,-3.1569948312508304e-15,-8.95470582335642e-16,1.8043175823451245e-14,-1.3939254802389894e-14,-2.3970890890144404e-15,1.1186492499803206e-14,-6.772102097802721e-16,-3.717990996725446e-15,-1.0420976401309421e-14
raingage_N_4H0M,4.604345163114313e-15,7.37200524854877e-16,5.002404720040646e-15,-2.850186989702193e-15,5.084956173915154e-15,6.878168895992463e-15,-3.0080950055252834e-15,5.957975744682037e-15,-1.1994932719952072e-15,-1.8992710654999986e-14
raingage_N_3H55M,-1.9212356730143835e-15,-1.3099441129272417e-15,1.83468111868157e-15,-9.62823562598015e-15,5.316675137436847e-15,1.1506817137475506e-14,1.909424181541809e-15,6.227516381534167e-15,-5.000419237472136e-16,-1.1927978906521965e-14
raingage_N_3H50M,-9.127115452889187e-15,3.964479868844266e-15,-1.369341097487916e-16,1.6000461793494407e-15,1.3602192592239278e-14,1.1989463449214706e-14,6.8377919962838276e-15,3.360077426492523e-15,-2.0837910886538606e-15,5.037125857220467e-16
raingage_N_3H45M,6.4524195580086785e-15,-3.5656768305550526e-15,-2.9232514182628116e-15,3.523871740081795e-15,8.158083499760102e-15,4.890352789139155e-15,9.824890759977047e-15,5.987392595925215e-15,-9.344012699925965e-15,5.886662116055817e-15
raingage_N_3H40M,-7.372227004665733e-16,3.450667696391268e-15,-1.0835861156437e-14,1.3786632019382534e-15,5.50709265847379e-15,-2.7051563016255014e-15,-9.162268194514817e-17,-8.27944046632769e-15,3.7547163757437935e-15,-1.0317717215914828e-14
raingage_N_3H35M,-2.3213833329143512e-15,9.734978140401713e-15,-1.4207667439823865e-16,9.440574214600048e-15,1.4184781762540724e-15,-1.2364575108960113e-16,-5.462825430103232e-15,5.944486067967696e-15,-5.069788503945812e-15,5.677798992500045e-15
raingage_N_3H30M,1.1796938488041407e-15,-3.0582437413295173e-15,-1.1098130142114864e-14,-8.422528112733104e-16,3.081937491436518e-15,5.301569064805313e-15,-5.593139907625303e-15,7.199582025597714e-15,-5.967595187818827e-15,-9.162172588019051e-15
raingage_N_3H25M,4.001035441638184e-15,4.900196254533521e-15,-1.2116083399616192e-15,3.4444088677789228e-15,1.0289997874422247e-14,-2.0477031434150798e-15,-2.3713273712939448e-15,3.943641003129652e-15,5.627226908466713e-17,-1.1832968620122963e-14
raingage_N_3H20M,-1.701454691479013e-14,-1.3305635689026392e-14,3.714256703996174e-15,4.974123734790699e-15,7.740109818221151e-15,-2.9087587928143155e-15,-7.412570182091096e-15,1.3375005161928036e-14,-1.225857514241005e-15,-1.2668804976780959e-14
raingage_N_3H15M,-1.4093161608084303e-14,1.4875042906742443e-14,1.523246160064673e-14,8.784999682557615e-15,-1.1336419254925617e-15,-2.2136860366157633e-15,-9.767327930675939e-15,-3.733023631284097e-15,-7.438389629847501e-15,-1.2254039874102125e-14
raingage_N_3H10M,-4.9776799779537146e-15,5.409844614822061e-16,8.917725338252519e-15,1.0296330645373107e-14,5.822295327175827e-15,-7.44015290882957e-15,-4.034060807593571e-15,1.8816264138067814e-14,1.3970118077863202e-14,3.0635016069542036e-15
raingage_N_3H5M,-5.664117717000568e-15,5.8312170883693676e-15,-2.019703807243443e-15,2.0054540835299624e-15,1.4376959238928314e-15,-4.461080143988183e-16,-5.26310564768716e-15,-1.0234922678368547e-14,7.242063289011912e-15,-2.154807974446018e-14
raingage_N_3H0M,-2.371270877781481e-15,-6.3743647987062465e-15,-2.8726498312336837e-15,2.1377270825008428e-15,1.3155010435074143e-14,-7.299423388397501e-15,-2.3938956574233642e-15,-2.0626591192781744e-14,8.218466627046538e-15,8.342830661495157e-15
raingage_N_2H55M,1.1249897018276605e-14,7.87072258932821e-15,-1.755734859403387e-14,-6.395172409862569e-15,1.3996790599520602e-14,-8.704938702119959e-15,3.404092755874757e-15,3.1054981040232484e-14,1.1951100260444472e-14,1.0213687335500237e-14
raingage_N_2H50M,1.5086600063796212e-15,-1.2169625937029924e-14,-1.0173302926263517e-14,2.0701436124848522e-14,5.865857999743089e-15,-8.18635554988823e-15,-2.1743124711029897e-14,2.3663942341385187e-14,-1.507616387772286e-15,-6.786571861860865e-15
raingage_N_2H45M,6.143044783605809e-15,-1.159126740292424e-14,1.364858211591347e-15,3.378261507398193e-14,5.7973025845790576e-15,2.1885349570476205e-14,-1.000912733203521e-14,2.0229378835865546e-14,8.719928579705206e-15,2.795521252120932e-15
raingage_N_2H40M,1.3152692122559972e-15,-4.700930193153393e-15,-1.5428969914383815e-14,1.220929003608508e-14,1.1112664657940815e-14,7.959032830600824e-15,-1.6185384783716386e-14,1.3858100668933465e-14,7.613254421025697e-15,-1.3799882782778088e-14
raingage_N_2H35M,1.0220483181468993e-14,-1.79569214426082e-14,-1.377958274793611e-14,8.117741302795099e-15,8.762144566199632e-15,5.468366924313302e-15,9.901003206767986e-15,2.962118653932465e-14,-1.1763747426873882e-14,-2.368304338352993e-14
raingage_N_2H30M,7.1909611251326e-15,-7.79709032097826e-16,2.108107667527971e-14,-1.678935369355665e-14,2.947000306024664e-14,-1.1659237229965466e-14,1.2281067468450156e-14,1.0564677783564509e-14,1.1139742867022158e-14,-5.8093001101635095e-15
raingage_N_2H25M,1.2783656450672163e-14,8.398327880759816e-15,-1.6333736594072352e-14,-1.022757383570377e-14,2.6478399824482512e-14,-1.1367759226656597e-14,6.779023461195319e-15,8.490269418985628e-15,9.02904174749196e-15,1.435615267632877e-14
raingage_N_2H20M,1.784080160390109e-14,-8.011313845817968e-15,9.512742053500058e-15,-3.8749606935861554e-15,5.776085231002228e-15,2.5008862034944635e-15,1.0728719233166149e-15,-1.3711281244364171e-14,-1.0738174131644381e-14,1.2942381926559154e-14
raingage_N_2H15M,1.2191334862734024e-14,8.027775468771453e-15,1.3679701642942181e-14,-1.914579588868923e-14,4.905016313099157e-16,-6.19571188325911e-15,-7.449557282457213e-15,2.221007179837067e-14,4.86846541990553e-15,-8.71056687626727e-16
raingage_N_2H10M,1.2344629398764143e-14,-2.763002367330602e-14,-7.999509771189738e-15,-2.1697168205338355e-15,-7.382664522720115e-15,-9.148560751289935e-15,-2.855714449406769e-14,1.8721471558443314e-14,8.285198477008034e-16,-1.2501392717740324e-15
raingage_N_2H5M,1.2480949744575804e-15,2.694263510670975e-14,-2.3327021375238833e-14,-1.172037521289855e-14,1.2228633567909669e-14,2.4302848724328653e-14,-2.6983991049940947e-14,2.1880368104479522e-14,-2.6613314366426655e-15,-1.5647717487431968e-14
raingage_N_2H0M,1.6983383444210776e-14,-7.612296419632015e-15,-7.132615962012368e-15,-2.0142820435442527e-14,3.590511485885917e-15,-3.165356294902043e-15,-2.3468974195592816e-14,-3.4662984751198334e-16,2.6670241033415956e-15,-9.443517179852481e-15
raingage_N_1H55M,-1.8396589628433306e-14,8.14472559709728e-15,-3.86874833475658e-14,5.8464981141796906e-15,4.240087242271837e-14,-1.775148886870037e-14,-1.4969385604862528e-14,-1.0865715901304844e-14,-1.2078580252486897e-14,-3.0969913011749902e-15
raingage_N_1H50M,-2.3107514060666314e-14,-1.588748731464654e-14,1.3090201817110026e-14,3.7602705236977697e-16,3.772279310217353e-14,-1.1729404979819566e-14,-1.978436393014367e-14,-1.5128417440637288e-14,-3.766532001418758e-15,-6.896760907764345e-15
raingage_N_1H45M,7.89255625771081e-15,6.427217155800496e-15,1.7624754222407737e-14,-2.7399709490525822e-14,-5.712375319492319e-15,-1.7767617591139605e-14,-2.401243590366676e-14,-2.6347297496264303e-15,3.0237825881538726e-14,8.269471250004815e-15
raingage_N_1H40M,1.5056441082330551e-15,-2.1836006927237472e-14,-9.01003692455377e-15,-9.659413367484512e-15,1.812589327654222e-15,1.5559989905169728e-14,-1.0052224489343842e-14,2.7319678467415995e-14,-2.0954564528364078e-14,-1.243619864610727e-14
raingage_N_1H35M,6.82506177880521e-15,-3.5971953670914524e-14,-1.6806001769051475e-14,8.885139347654953e-16,2.6957998308987215e-14,1.8348042516120904e-14,-2.1175956182410153e-14,-1.9125584568542653e-14,3.202072501278558e-16,1.3586118505214999e-14
raingage_N_1H30M,4.321691488568751e-14,-2.068091513174753e-14,-3.558845042929354e-15,-6.2636747271729625e-15,2.6605205494101685e-14,3.109129934724782e-14,1.0047416096598077e-14,-2.1654301731003865e-14,3.755735582778082e-14,7.643425709568491e-15
raingage_N_1H25M,3.207194720011032e-14,7.706667942635488e-15,8.694283019738766e-15,-6.443489228233407e-16,-9.861949237167848e-15,1.8033643184073896e-14,-1.3878109834260798e-14,6.470464987343878e-15,-1.768049264482183e-14,3.93716741656046e-15
raingage_N_1H20M,3.5181557094550323e-14,1.06809070254852e-14,-8.970767728835595e-15,-1.897967903468636e-14,-4.421000303363539e-15,3.071184822372525e-14,3.0967350284537556e-14,3.508596212501152e-14,-4.360804853261373e-15,-2.317290154448918e-14
raingage_N_1H15M,-3.3455642893464605e-14,5.739595583140329e-14,-1.3757425336658008e-15,-3.506231718298046e-15,1.0523726706692234e-14,-6.790527600462771e-15,5.631761629210834e-15,4.018720831899852e-14,-1.1263634822794277e-14,-2.7213860068948173e-14
raingage_N_1H10M,-2.56007683549948e-14,1.4751139878151977e-14,-3.618718136433182e-14,-1.7080752277668003e-14,3.0513462106113065e-14,-1.2452320640426422e-14,2.970863244934291e-14,-4.978620269098954e-15,-1.8579466787130314e-15,-1.3765059658379876e-14
raingage_N_1H5M,-1.0380016454770987e-15,3.01088480202819e-14,-3.367255531428606e-14,-1.204744213495229e-14,1.706238279386804e-14,-5.127920460426998e-14,1.7788310755424897e-14,-7.236174450993736e-14,-2.6025387868577068e-14,-9.139929054580303e-15
raingage_N_1H0M,1.834683250608518e-14,3.040992482657309e-14,-2.7755591851478855e-14,-1.9075242777666086e-14,2.628917952824556e-14,-5.741340255827719e-14,7.520024641259523e-15,1.951086558694067e-14,6.874355863664207e-16,4.3157260021149775e-14
raingage_N_0H55M,2.4141878964571687e-14,1.451234593756312e-14,-4.8097451948965864e-14,-3.520672851632468e-14,-3.6511377058935626e-14,1.0743665471247968e-14,1.5081902651362178e-15,1.3698384178615969e-14,-1.0727002695147616e-14,-5.694562781601906e-15
raingage_N_0H50M,-3.4691994638784096e-14,1.2757460584435439e-14,3.205917179331516e-14,-1.5453670450835625e-14,-1.8283665215890948e-14,4.6867739185071164e-14,-9.691852033628103e-15,-3.556603852399234e-14,-2.843647804815766e-14,2.4011493589832355e-14
raingage_N_0H45M,3.8300225018070115e-15,-5.6569711433658796e-14,2.1606161396314e-14,-5.731723614739491e-14,-4.606726183507352e-14,-9.580964704796665e-16,-4.6815378853014774e-14,-3.840807890072334e-15,-3.1696870023116115e-15,-5.569763150954166e-15
raingage_N_0H40M,-4.393711296578759e-15,2.874157580419799e-14,1.1393749496173956e-14,1.0262339776719781e-14,2.2838936926596653e-14,3.984050397307844e-14,7.85267520171786e-15,-5.70172125414319e-14,2.3077425643016302e-14,4.795901637787896e-14
raingage_N_0H35M,-3.361935625778385e-14,2.810686505649273e-14,-5.296037755203256e-14,-1.6365503128357236e-14,2.022668923245252e-14,5.5558885084674825e-14,4.096319733953546e-14,6.339442236884157e-14,-1.6325939435584694e-15,6.352823912322338e-15
raingage_N_0H30M,-3.768541526845413e-14,2.5222536990989072e-14,-2.7294815977527792e-14,1.994607547313322e-14,-2.6168630927821964e-14,1.2551377888351079e-14,3.9689426016774264e-14,1.1424898628410084e-14,-2.2188755433736578e-14,2.853827284843996e-14
raingage_N_0H25M,3.032081426137905e-14,-3.733542938215966e-15,9.661152328712326e-15,-1.751348594204933e-14,-1.8333333480023e-14,4.147267139402183e-14,2.9053231900848987e-14,4.123886493793599e-14,2.8255809997121826e-14,-6.766352935643923e-14
raingage_N_0H20M,3.538639315216518e-14,-1.2448369516557512e-14,1.0020460557364271e-14,-1.474710177789891e-14,2.4729144361944575e-14,-5.077494907614657e-14,3.238274710314487e-15,6.650614388824354e-15,-3.122914569537578e-14,1.9981613832144937e-14
raingage_N_0H15M,-1.085902454678461e-14,-5.295738666949751e-15,1.5854612250886495e-14,-7.402380817170893e-15,8.720887351131242e-15,-1.0935610916541473e-14,-5.0905887985052824e-14,-2.045698568122548e-14,5.805688028006025e-14,-9.458430787071138e-15
raingage_N_0H10M,3.674128357806493e-15,-3.154757556107749e-14,-2.1014168016952303e-14,1.618168520143482e-14,2.016988214393473e-14,-1.0425426742260059e-14,7.599049800643102e-14,-4.4786574702252495e-15,-2.789949652975523e-15,-8.981281418064957e-15
raingage_N_0H5M,3.236909588559259e-14,3.094760107699748e-14,6.811480550985718e-15,2.4681579621528016e-14,1.076195359352153e-14,1.447307686399656e-14,3.911546275991244e-15,4.1017776260459954e-14,4.2529913783746044e-14,-8.36325468713142e-14
raingage_N,3.759902943979211e-14,6.871245885455289e-14,-5.815179045999626e-15,-4.221158673537543e-14,1.8522401867216e-14,2.762683369112241e-14,-1.476747956747675e-14,-7.839682435895818e-14,-2.4276674255567745e-14,-1.8216450238336913e-14
"raingage_N->('10', 'depthN')_tr_1_0",-1.511306824781954e-17,-1.789754945488591e-17,1.7798407729990678e-16,1.5900112132264734e-17,3.3015023568514844e-18,0.001034983123337414,8.047651141438055e-18,4.70012645517918e-17,0.3674299993303245,-1.314870092556714e-16
"raingage_N->('10', 'depthN')_tr_1_1",-1.1577207921397737e-16,-4.536891038921159e-17,5.943388641124345e-16,1.085508334520028e-16,1.9968319141971385e-16,0.01803755678449134,1.346903494993065e-16,-2.148545055689545e-16,0.22726678008204002,-1.8028303785989653e-16
"raingage_N->('10', 'depthN')_tr_1_2",5.415683027215283e-16,6.581601770406895e-16,-4.975984958746004e-16,7.929472334048059e-16,9.572555999118492e-16,0.24498457124395606,7.65736733329119e-18,-1.3545646792477866e-15,0.024178987301563037,8.70236598124688e-16
"raingage_N->('10', 'depthN')_tr_1_3",5.71685328072484e-16,1.1281008053753863e-15,-7.208131690916478e-16,-6.43536353163937e-16,5.783200082646955e-16,0.26721628751703785,-1.6656259736132786e-16,-5.577109178484986e-16,0.011391973736445007,-9.010087436844382e-16
"raingage_N->('10', 'depthN')_tr_1_4",1.0594279109318388e-17,2.462450441586883e-15,1.2420328105599562e-15,-5.053737908171561e-15,-2.6657811112149045e-15,0.2849588059827456,2.24775152049465e-15,-4.85318989520552e-15,0.004651851808847126,-8.460563019832544e-17
raingage_S_06H00M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raingage_S_5H55M,2.7616238049943834e-16,2.3000632571353e-16,6.57940390660277e-17,8.742540982255312e-17,3.012006600961376e-16,-1.5946520372863336e-16,-2.121765642184003e-16,-3.339927468130939e-16,1.7338615091870529e-16,-1.7658147180660947e-16
raingage_S_5H50M,1.011616381268391e-16,3.093834506737011e-16,9.163260053793596e-16,-1.3429543580718427e-17,-4.460901095762759e-16,3.9951774729575646e-16,5.239596544533544e-16,-2.0439188842478044e-16,3.8833314605438164e-16,7.256361533759505e-16
raingage_S_5H45M,-3.256615343484156e-16,3.084449324027831e-16,4.5342008583506305e-17,5.47417406186426e-16,6.820117217500798e-16,-3.247272607360317e-16,1.1577163322736196e-16,-1.3791021853822994e-16,-4.676026557219402e-17,1.1707947494284606e-15
raingage_S_5H40M,1.6176766978433628e-15,4.894299671372336e-16,-5.751149545825723e-16,7.276123854403802e-16,-1.3386209657875656e-16,-9.712165993580355e-16,-4.922908271150377e-16,-1.1390085750492663e-15,3.776384221705806e-17,8.639587759816893e-16
raingage_S_5H35M,-2.3194369246553465e-15,-2.097371926652169e-15,-4.87002823646412e-17,-9.177417287313666e-16,-6.74745863576255e-16,1.3607271749440158e-15,-7.193756218725851e-17,1.4224350921739285e-15,-2.897862428229301e-16,-6.904757664067515e-16
raingage_S_5H30M,-5.090026968234706e-16,-7.0317365719562135e-16,-1.9294134618947304e-15,-8.767703995433355e-17,1.2894458158582508e-16,-1.2372026959124904e-15,7.728943288706488e-16,-1.7222867347102666e-15,2.820302001320398e-15,-8.902573287631711e-16
raingage_S_5H25M,2.4315657228860233e-15,2.376312943672661e-15,9.68962651982551e-16,8.48109909523048e-17,2.889157769008269e-16,-2.0671074738055485e-16,-5.3049073118657775e-17,-1.9696856900347926e-15,1.1137234193212545e-15,-1.97871331541555e-15
raingage_S_5H20M,-1.1247554985663654e-15,-1.793306896455358e-15,9.797176104129104e-16,-7.269593926794782e-16,-7.139204678322012e-16,1.5190855825827016e-15,-4.972072394242751e-16,-2.192682639776828e-15,-3.3531765086293566e-16,1.7248565375811064e-15
raingage_S_5H15M,2.046972936523252e-15,1.9925200894818315e-15,3.6893813434499048e-16,2.146706365247801e-15,1.150786294046885e-16,1.2299508379449947e-15,2.0398510045733024e-15,-5.300002165681703e-15,-8.707478805916169e-16,-1.0193054331706272e-15
raingage_S_5H10M,-3.440638212700624e-16,-5.263307359680234e-15,-5.150632249117475e-16,-3.969353364017057e-15,-4.443668255351606e-15,1.5654094454289601e-15,-2.0561400302777783e-15,-4.171154685918489e-15,-1.5611078575129007e-15,-4.105625199686818e-15
raingage_S_5H5M,5.865870341556856e-16,-1.0478292621489804e-15,4.1741087193409285e-15,-4.5070172191257356e-15,7.082023953447009e-16,-1.014422058463963e-15,-3.073332473775477e-15,-8.627657790659724e-16,-9.325720902844403e-16,3.955989647213572e-16
raingage_S_5H0M,6.904010311321361e-15,3.1160310521699785e-15,1.3814331275380833e-15,2.179816517974276e-15,-6.737052961611703e-15,1.637703331792929e-15,8.5057907044082e-16,-1.9188637836040115e-15,6.242193357437272e-15,-3.40046060040923e-15
raingage_S_4H55M,-5.945442163386264e-15,-1.1780296773910546e-15,8.858090058614335e-16,1.4742629022262764e-15,1.2572163438175496e-15,-3.1253875065282982e-15,5.692475960468304e-16,-2.9976213413422174e-15,3.692101092283973e-15,9.585462204412479e-15
raingage_S_4H50M,2.8995117256350284e-15,7.920170242912585e-15,-8.816918951963167e-15,2.9476835719659526e-15,-5.28593984128389e-16,-3.5485299916495126e-15,5.9231505807268705e-15,3.4294163155197567e-15,3.573609497098003e-15,2.4683561977879698e-15
raingage_S_4H45M,9.199622129872035e-16,-1.3520588190689384e-15,-6.732777309361013e-16,2.6415372730597166e-16,5.394177806315858e-15,-8.260590257220514e-15,6.647585437735907e-15,7.190242857027731e-15,-5.868694514080121e-15,-2.8868967558698716e-15
raingage_S_4H40M,7.413951899822895e-15,-1.1999255504610436e-15,-6.84690447429658e-15,6.872529129132693e-15,1.1751592786893528e-14,-7.803360612508151e-15,-3.0904970765415357e-15,2.183148016572952e-15,-3.9889185265273424e-15,-9.457701058487271e-16
raingage_S_4H35M,-4.214333026389566e-15,1.6012536073756166e-14,5.25558983284834e-15,4.6608255879717515e-15,1.9606070383942313e-15,4.5897866107483164e-15,2.0619597606379993e-15,-3.087938131854735e-15,-2.886562460372063e-15,5.802312194020636e-15
raingage_S_4H30M,8.232110307839586e-15,1.2793233614075571e-14,2.632311816975437e-15,-1.6153603847767703e-15,1.0370563445295045e-14,-6.240184972452796e-16,-6.657129986259979e-16,-5.945164831211877e-15,4.843302429673487e-15,-7.19110855057275e-15
raingage_S_4H25M,-2.5336243921631974e-15,-9.876414691887463e-15,8.731611094955012e-15,-2.53060345768148e-15,-3.6079111021675244e-15,3.854042141783012e-15,-4.245842790545149e-15,-1.1276087955751126e-15,4.531942100748639e-15,3.4229987270348963e-15
raingage_S_4H20M,-7.874648100953382e-15,1.7309960219544524e-15,6.20967658172867e-15,-5.612324718923837e-15,8.229214359086693e-15,5.968416657076976e-15,1.4375394923459402e-15,-2.5159416938008325e-15,6.586192030192509e-15,1.402356449595652e-14
raingage_S_4H15M,-1.0695002373488518e-14,3.153158937557115e-15,-1.4788340398813627e-14,-3.4884487657703415e-15,-5.844927835201162e-15,1.509156507918966e-14,-2.876801086957242e-15,-5.435916576293878e-15,-8.857272584936827e-16,-3.046778732189039e-15
raingage_S_4H10M,6.732003836112605e-15,7.175056185281557e-16,-8.522743820442994e-15,-8.693370686525345e-15,1.1304875702355519e-14,8.992016723707067e-15,4.130775561629424e-16,-4.538399138158189e-15,-2.207951154491061e-15,2.4185036439023828e-15
raingage_S_4H5M,1.3584931697757998e-14,1.1624748181344683e-14,-1.165608046231025e-14,1.9043440293478483e-14,-3.80489652671648e-15,5.267950262049707e-15,-6.336021946501144e-16,7.29944792850989e-15,-7.741712412342375e-15,-1.7372816215059846e-15
raingage_S_4H0M,7.469333518648552e-15,-7.254033918357271e-15,-8.03459763882991e-15,3.5376368796675336e-15,2.2241792981444847e-15,-3.1623147416683566e-15,-8.715845924006576e-16,1.0913328408515458e-15,2.116894597080523e-15,5.565359264711854e-15
raingage_S_3H55M,7.65563470719374e-15,-2.7257042645896785e-15,1.5079591933238908e-14,9.424713487245015e-15,-1.0773670604649786e-14,8.181105898469095e-15,9.796947885836334e-15,-4.626546263684685e-15,8.272324948535213e-15,-1.9348519472303965e-15
raingage_S_3H50M,2.9725725851881516e-15,1.1999713171173305e-14,1.0864274326466442e-14,-1.023348372321772e-15,1.1854768712150562e-14,-6.626030255879255e-15,-1.0207835085736117e-14,-4.057998662404902e-15,-3.045268083500942e-15,-1.8838240803635323e-15
raingage_S_3H45M,2.492194860617527e-15,9.674048035056802e-15,3.7808215240410886e-15,-3.4037978007875394e-15,1.347297439828222e-15,-2.932044333505589e-15,-3.524351842401377e-15,-1.0385974268828465e-15,-1.1687018353009735e-14,-6.569320750690857e-15
raingage_S_3H40M,5.719121292063532e-15,1.72839565129247e-14,1.900292410856927e-14,6.991256692505588e-15,-1.9540371588977328e-15,5.1433158894794e-17,1.7682935798695223e-14,-1.6436392758798725e-15,-1.4987319315279684e-14,-1.3370524748368044e-16
raingage_S_3H35M,2.9183888904574043e-15,6.983254898057351e-15,1.3389107505343201e-15,3.036176011883999e-15,-9.642688377851013e-15,1.1066525770502007e-14,6.1741525890075695e-15,-7.569819203066735e-15,6.2813495605790415e-15,-8.24875431347191e-15
raingage_S_3H30M,-1.1338522649351179e-14,-5.179373920274035e-15,4.005792529416682e-15,1.8413502663217793e-14,-9.274444581815021e-15,-8.019895136896025e-15,5.582371498872977e-16,-1.224787651374078e-14,5.583960799323615e-15,-9.797559641487163e-15
raingage_S_3H25M,-8.851243353990224e-15,5.086534847510382e-16,7.432788966149195e-15,1.350522365341997e-14,-5.5891225883714755e-15,8.865447506448343e-15,8.012922060132774e-16,1.8467915520488417e-14,5.6897064912253666e-15,7.364636279627279e-15
raingage_S_3H20M,-2.5708816396035444e-14,8.3552451130595e-15,-2.126136082430296e-14,-1.343572106299069e-14,-4.55991421520919e-15,-5.874447953291971e-16,-3.940543385854501e-15,8.407936383565544e-15,-6.5480296301458305e-15,3.8235617047402705e-15
raingage_S_3H15M,6.233061289122846e-16,-5.7958097241070535e-15,1.3903064386446972e-14,1.183249312324896e-14,2.933350519363623e-15,6.107362159890818e-15,-2.0369922290695112e-14,-1.5207839003163806e-14,2.405648781917023e-15,-9.037633836628992e-15
raingage_S_3H10M,-7.859624259772323e-15,1.6433293612796822e-14,7.41607089369536e-15,-1.1462170833386275e-14,4.595107409740952e-15,-2.218911331158011e-15,2.7228089055291216e-16,-8.682440787746107e-15,2.0205612661517015e-14,-9.677000453082233e-16
raingage_S_3H5M,1.0184389542534125e-14,1.653494673296987e-15,1.4469815778312275e-14,-8.571280112962212e-15,1.4550924852685848e-14,7.48885722208173e-15,5.8601991480713205e-15,-1.4457893730789067e-14,1.227191498170621e-14,-6.61767881397581e-15
raingage_S_3H0M,-7.996221451531161e-17,1.0484865913065822e-14,1.867650862120843e-14,1.9974526992908902e-15,-1.1518403742255587e-14,-3.291649916643879e-14,-1.2031286853619307e-14,3.1943596903420684e-14,1.3220383971480105e-14,-8.628512870721429e-15
raingage_S_2H55M,-1.27619180412651e-14,8.836013786064518e-15,-8.10549878214841e-15,1.704087465608491e-14,9.933657478343498e-16,-1.0455716511346059e-15,-7.71548838896155e-15,2.0279354710603542e-14,-7.82179012437671e-15,-3.728964368884759e-15
raingage_S_2H50M,-3.168777479406619e-14,-8.296423811955279e-15,1.4631562278131403e-14,4.15338642198107e-15,-2.103941755108498e-14,-1.309114392854519e-14,1.8753749797777907e-15,-1.0193307764286149e-14,-4.9072949439811365e-15,-5.286926979245782e-15
raingage_S_2H45M,1.1916958041390713e-14,-1.2713217417115303e-14,1.9240132767377017e-14,1.9909710389565723e-14,-4.849963720989716e-15,-9.538560197750921e-15,-1.062933708692691e-14,1.0064515265364222e-14,-1.9452289720229867e-14,-1.0761368867777755e-14
raingage_S_2H40M,-4.016627171091385e-15,2.3310400608723184e-14,-1.2523349853916825e-14,1.7870467168544315e-14,1.0321063845265635e-14,-1.3937378557427321e-14,4.139080536752207e-15,-1.1365947720672225e-14,-2.1699789925023058e-14,-1.0226894231001222e-14
raingage_S_2H35M,1.272819723202059e-14,1.455423186952363e-15,1.4065822036920219e-14,-8.235726750580405e-15,-6.494039478045949e-15,2.039220404728077e-14,1.0301816650267349e-14,-2.7399929347041687e-14,6.909746010807532e-15,9.980011185971713e-15
raingage_S_2H30M,-7.0561118978359264e-15,-6.708352742740818e-15,-3.122618361810165e-15,-1.4192450698553838e-14,-1.7192347405838414e-14,-1.711962710612065e-14,4.980379779851768e-15,-2.5740143136641155e-14,-1.435017648311612e-14,1.0804652712752729e-14
